hhsize,nchildren,EarnedIncome,FoodStampAmount,state
5,4,1559,0,VA
2,1,2598,0,VA
2,1,2598,0,VA
2,1,2598,0,VA
2,1,2598,0,VA
2,0,9583,0,VA
2,0,9583,0,VA
2,0,9583,0,VA
2,0,9583,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
2,0,4718,0,VA
5,3,11365,0,VA
5,3,11365,0,VA
5,3,14065,0,VA
5,3,11365,0,VA
3,1,11166,0,VA
3,1,11166,0,VA
3,1,11166,0,VA
3,1,11166,0,VA
7,5,4157,0,VA
7,5,4157,0,VA
7,5,4157,0,VA
7,5,4157,0,VA
3,1,5583,0,VA
3,1,5583,0,VA
3,1,5583,0,VA
3,1,5583,0,VA
5,0,20146,0,VA
5,0,26484,0,VA
5,0,19426,0,VA
5,0,20146,0,VA
2,0,3500,0,VA
2,0,3500,0,VA
2,0,3500,0,VA
2,0,3500,0,VA
3,0,7257,0,VA
3,0,7257,0,VA
3,0,7257,0,VA
3,0,8121,0,VA
5,2,4000,399,VA
5,2,4000,399,VA
5,2,4000,399,VA
5,2,4000,399,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
4,2,37750,0,VA
4,2,37750,0,VA
4,2,37750,0,VA
4,2,37750,0,VA
2,0,0,0,VA
1,0,5223,0,VA
2,0,3000,0,VA
1,0,5223,0,VA
2,0,4100,0,VA
1,0,5223,0,VA
2,0,4100,0,VA
1,0,5223,0,VA
2,0,10417,0,VA
2,0,10417,0,VA
2,0,10417,0,VA
2,0,10417,0,VA
1,0,0,48,VA
1,0,0,48,VA
1,0,0,48,VA
1,0,0,48,VA
4,2,6167,0,VA
4,2,6167,0,VA
4,2,6167,0,VA
4,2,6167,0,VA
4,2,10085,0,VA
4,2,10085,0,VA
4,2,10085,0,VA
4,2,10380,0,VA
3,1,7671,0,VA
3,1,7671,0,VA
3,1,7671,0,VA
3,1,7818,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
4,2,11472,0,VA
4,2,11472,0,VA
4,2,11472,0,VA
4,2,11472,0,VA
1,0,11900,0,VA
1,0,15,0,VA
1,0,0,0,VA
1,0,44,0,VA
2,0,11041,0,VA
4,0,21283,0,VA
4,0,21283,0,VA
4,0,21283,0,VA
4,0,21283,0,VA
2,0,11041,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
2,0,11041,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
4,0,9556,0,VA
2,0,11041,0,VA
4,0,10244,0,VA
4,0,10244,0,VA
4,0,10244,0,VA
4,0,10244,0,VA
2,0,3015,0,VA
3,1,5024,0,VA
2,0,3015,0,VA
3,1,4920,0,VA
2,0,3015,0,VA
3,1,4920,0,VA
2,0,3015,0,VA
3,1,5015,0,VA
3,2,0,0,VA
3,2,0,0,VA
3,2,0,0,VA
3,2,0,0,VA
1,0,4583,0,VA
1,0,4583,0,VA
1,0,4583,0,VA
1,0,4583,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,1360,0,VA
2,0,1960,0,VA
2,0,2560,0,VA
2,0,2560,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
2,0,9457,0,VA
2,0,9457,0,VA
2,0,9457,0,VA
2,0,9457,0,VA
1,0,3857,0,VA
1,0,3857,0,VA
1,0,3857,0,VA
1,0,4079,0,VA
1,0,2324,0,VA
1,0,2324,0,VA
1,0,2324,0,VA
1,0,2324,0,VA
3,0,1072,0,VA
3,0,1072,0,VA
3,0,1072,0,VA
3,0,1072,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,0,0,VA
1,0,11500,0,VA
1,0,11500,0,VA
1,0,11500,0,VA
1,0,11500,0,VA
1,0,1400,0,VA
1,0,1400,0,VA
1,0,1400,0,VA
1,0,1400,0,VA
9,5,5400,0,VA
9,5,5400,0,VA
9,5,5400,0,VA
9,5,5400,0,VA
3,1,6480,0,VA
3,1,6480,0,VA
3,1,6480,0,VA
3,1,6480,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
4,2,7718,0,VA
4,2,7518,0,VA
4,2,7518,0,VA
4,2,8101,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
2,0,0,0,VA
4,2,6779,0,VA
4,2,6779,0,VA
4,2,6779,0,VA
4,2,6779,0,VA
2,0,3333,0,VA
2,0,3333,0,VA
2,0,3333,0,VA
2,0,3333,0,VA
3,0,15833,0,VA
3,0,15750,0,VA
3,0,15750,0,VA
3,0,15750,0,VA
2,0,1600,0,WA
2,0,1600,0,WA
2,0,1600,0,WA
2,0,1600,0,WA
4,2,500,473,WA
4,2,0,473,WA
4,2,4780,473,WA
4,2,4898,473,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
3,2,1706,0,WA
3,2,1706,0,WA
3,2,1706,0,WA
3,2,1706,0,WA
6,4,5619,0,WA
6,4,5619,0,WA
6,4,5619,0,WA
6,4,6619,0,WA
5,3,4875,0,WA
5,3,4875,0,WA
5,3,4875,0,WA
5,3,4875,0,WA
2,0,7765,0,WA
2,0,7765,0,WA
2,0,7865,0,WA
2,0,2200,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,8500,0,WA
2,0,8500,0,WA
1,0,2598,0,WA
2,0,8500,0,WA
2,0,8500,0,WA
1,0,2598,0,WA
2,0,8500,0,WA
2,0,8500,0,WA
1,0,2728,0,WA
2,0,8500,0,WA
2,0,8500,0,WA
5,0,2728,0,WA
5,0,2728,0,WA
5,0,2728,0,WA
5,0,2728,0,WA
5,0,2728,0,WA
5,2,10234,0,WA
5,2,10234,0,WA
5,2,10234,0,WA
5,2,10234,0,WA
1,0,3022,0,WA
2,0,3944,0,WA
1,0,2035,0,WA
1,0,3022,0,WA
2,0,3994,0,WA
1,0,2035,0,WA
1,0,3022,0,WA
2,0,3994,0,WA
1,0,2035,0,WA
3,1,3022,90,WA
1,0,2035,0,WA
1,0,0,32,WA
1,0,0,32,WA
1,0,0,32,WA
1,0,0,32,WA
4,2,12250,0,WA
4,0,12250,0,WA
4,2,12700,0,WA
4,0,12700,0,WA
4,2,13250,0,WA
4,0,13250,0,WA
4,2,14020,0,WA
4,0,14020,0,WA
4,2,4676,0,WA
4,2,4970,0,WA
4,2,4676,0,WA
4,2,4676,0,WA
1,0,6350,0,WA
1,0,6350,0,WA
1,0,6350,0,WA
1,0,6350,0,WA
4,1,9999,0,WA
4,1,9999,0,WA
4,1,9999,0,WA
4,1,9999,0,WA
3,1,5417,0,WA
3,1,5417,0,WA
3,1,5417,0,WA
3,1,5417,0,WA
3,1,14766,0,WA
3,1,14766,0,WA
3,1,14766,0,WA
3,1,15166,0,WA
3,1,1757,0,WA
3,1,1757,0,WA
3,1,1757,0,WA
3,1,1757,0,WA
5,2,6382,0,WA
5,2,6382,0,WA
5,2,8110,0,WA
5,2,8110,0,WA
3,0,3186,75,WA
3,0,3186,75,WA
3,0,3436,75,WA
3,0,3436,75,WA
3,0,2536,180,WA
3,0,2536,180,WA
3,0,3924,180,WA
3,0,3924,180,WA
2,0,1667,0,WA
2,0,1667,0,WA
2,0,1667,0,WA
2,0,1667,0,WA
2,0,3413,0,WA
2,0,3472,0,WA
2,0,3413,0,WA
2,0,3413,0,WA
2,0,4218,0,WA
2,0,4218,0,WA
2,0,4218,0,WA
2,0,4218,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
3,1,2000,0,WA
3,1,2000,0,WA
3,1,2000,0,WA
3,1,2000,0,WA
2,0,6235,0,WA
2,0,6235,0,WA
2,0,6235,0,WA
2,0,6235,0,WA
1,0,3239,0,WA
1,0,3239,0,WA
1,0,3239,0,WA
1,0,3239,0,WA
1,0,10588,0,WA
1,0,13235,0,WA
1,0,10588,0,WA
1,0,10588,0,WA
2,0,3044,0,WA
1,0,1836,0,WA
2,0,3803,0,WA
1,0,1836,0,WA
2,0,3044,0,WA
1,0,1836,0,WA
2,0,3044,0,WA
1,0,1836,0,WA
3,1,0,0,WA
3,1,0,0,WA
3,1,0,0,WA
3,1,0,0,WA
2,0,4532,0,WA
2,0,4532,0,WA
2,0,4532,0,WA
2,0,4532,0,WA
2,0,2250,0,WA
2,0,2250,0,WA
2,0,2250,0,WA
2,0,2250,0,WA
6,2,2400,105,WA
6,2,2400,105,WA
2,0,1732,0,WA
2,0,1732,0,WA
6,2,2400,105,WA
6,2,2400,105,WA
2,0,1732,0,WA
2,0,1732,0,WA
6,2,2600,105,WA
6,2,2600,105,WA
2,0,1732,0,WA
2,0,1732,0,WA
6,2,3300,105,WA
6,2,3300,105,WA
2,0,1732,0,WA
2,0,1732,0,WA
1,0,1200,0,WA
1,0,1200,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,1,5318,0,WA
2,1,5377,0,WA
2,1,5318,0,WA
2,1,5318,0,WA
5,2,8081,0,WA
2,0,7390,0,WA
2,0,7390,0,WA
5,2,8081,0,WA
2,0,7861,0,WA
2,0,7861,0,WA
5,2,8081,0,WA
2,0,7390,0,WA
2,0,7390,0,WA
5,2,8081,0,WA
2,0,7390,0,WA
2,0,7390,0,WA
3,1,0,0,WA
3,1,0,0,WA
3,1,0,0,WA
3,1,0,0,WA
5,3,5656,0,WA
5,3,5407,0,WA
5,3,5407,0,WA
5,3,5422,0,WA
1,0,0,54,WA
1,0,0,54,WA
1,0,0,54,WA
1,0,0,28,WA
2,1,9333,0,WA
2,1,9333,0,WA
2,1,9333,0,WA
2,1,9333,0,WA
8,4,4917,0,WA
8,4,1770,0,WA
8,4,2290,0,WA
8,4,3206,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,4750,0,WA
2,0,4750,0,WA
2,0,4750,0,WA
2,0,5701,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,7307,0,WA
1,0,7307,0,WA
6,4,0,360,WA
6,4,416,680,WA
6,4,416,680,WA
6,4,416,680,WA
2,0,9167,0,WA
2,0,9167,0,WA
2,0,9167,0,WA
2,0,9167,0,WA
4,1,7244,105,WA
4,0,7244,105,WA
4,1,7244,105,WA
4,0,7244,105,WA
4,1,7244,105,WA
4,0,7244,105,WA
3,1,3944,105,WA
2,0,3300,0,WA
2,0,3968,0,WA
2,0,3968,0,WA
2,0,6142,0,WA
2,0,4142,0,WA
2,0,3600,0,WA
2,0,3600,0,WA
1,0,2275,0,WA
1,0,2350,0,WA
2,0,4100,150,WA
2,0,4100,150,WA
4,3,0,336,WA
4,3,0,336,WA
4,3,0,336,WA
4,3,0,336,WA
1,0,1879,0,WA
4,0,1879,337,WA
4,2,1879,337,WA
4,0,1879,337,WA
4,2,1879,337,WA
4,0,1879,337,WA
4,2,1879,337,WA
5,1,7617,0,WA
5,0,7617,0,WA
5,1,7617,0,WA
5,0,7617,0,WA
5,1,8985,0,WA
5,0,8985,0,WA
5,1,8985,0,WA
5,0,8985,0,WA
2,0,5167,0,WA
2,0,5167,0,WA
2,0,6167,0,WA
2,0,5167,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
4,2,4200,0,WA
4,2,3700,0,WA
4,2,4000,0,WA
4,2,4000,0,WA
2,0,2667,0,WA
2,0,2700,0,WA
2,0,3000,0,WA
2,0,3000,0,WA
2,0,6408,0,WA
2,0,4272,0,WA
2,0,4272,0,WA
2,0,4272,0,WA
1,0,2487,0,WA
1,0,2487,0,WA
1,0,2487,0,WA
1,0,2487,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,800,232,WA
2,0,800,232,WA
2,0,800,232,WA
2,0,800,232,WA
2,0,1500,232,WA
2,0,1500,232,WA
2,0,600,232,WA
2,0,600,232,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
6,4,7042,0,WA
6,4,7042,0,WA
6,4,7042,0,WA
6,4,7042,0,WA
3,1,5000,0,WA
1,0,833,0,WA
3,1,5000,0,WA
1,0,833,0,WA
3,1,5000,0,WA
1,0,833,0,WA
3,1,5000,0,WA
1,0,833,0,WA
5,3,5200,0,WA
5,3,0,0,WA
5,3,0,0,WA
5,3,0,0,WA
5,3,4671,0,WA
5,3,5089,0,WA
5,3,5671,0,WA
5,3,8671,0,WA
1,0,5400,0,WA
1,0,5400,0,WA
1,0,5400,0,WA
1,0,5400,0,WA
4,2,11834,0,WA
4,2,11834,0,WA
4,2,11834,0,WA
4,2,11834,0,WA
7,4,9909,0,WA
7,4,8979,0,WA
4,2,6379,0,WA
4,2,6379,0,WA
4,2,6207,0,WA
4,2,6207,0,WA
4,2,6207,0,WA
4,2,6207,0,WA
1,0,1992,0,WA
1,0,1992,0,WA
1,0,1992,0,WA
1,0,2750,0,WA
1,0,3429,0,WA
1,0,3429,0,WA
1,0,3429,0,WA
1,0,3429,0,WA
2,0,0,0,WA
2,0,576,0,WA
2,0,1152,0,WA
2,0,864,0,WA
3,0,3250,0,WA
3,0,2800,0,WA
3,0,2800,0,WA
3,0,2800,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
3,0,5100,0,WA
3,0,5062,0,WA
3,0,6862,0,WA
2,0,3600,0,WA
2,0,3262,0,WA
2,0,3262,0,WA
3,0,180,0,WA
3,0,180,0,WA
3,0,180,0,WA
3,0,180,0,WA
4,0,19886,0,WA
4,0,20827,0,WA
4,0,23503,0,WA
4,0,23103,0,WA
2,0,1920,0,WA
2,0,1920,0,WA
2,0,1920,0,WA
2,0,1920,0,WA
1,0,4824,0,WA
1,0,5529,0,WA
1,0,4824,0,WA
1,0,4824,0,WA
2,1,6225,0,WA
2,1,6749,0,WA
2,1,6225,0,WA
2,1,6225,0,WA
2,0,2286,0,WA
2,0,2286,0,WA
2,0,2286,0,WA
2,0,2286,0,WA
2,0,12230,0,WA
2,0,12327,0,WA
2,0,12327,0,WA
2,0,12327,0,WA
1,0,0,10,WA
1,0,0,10,WA
1,0,0,10,WA
1,0,0,10,WA
2,0,700,0,WA
2,0,700,0,WA
2,0,700,0,WA
2,0,700,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15979,0,WA
3,0,15979,0,WA
3,0,15979,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
3,0,15832,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,5000,0,WA
1,0,5000,0,WA
1,0,5000,0,WA
1,0,5000,0,WA
2,0,400,0,WA
2,0,400,0,WA
2,0,400,0,WA
2,0,400,0,WA
6,3,5000,0,WA
6,3,9217,0,WA
6,3,13217,0,WA
6,3,13217,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
3,0,4910,0,WA
1,0,1365,0,WA
3,0,4910,0,WA
1,0,2165,0,WA
3,0,4910,0,WA
2,0,8528,0,WA
2,0,8528,0,WA
3,0,6500,0,WA
2,0,8528,0,WA
2,0,8528,0,WA
4,2,2800,0,WA
4,2,2800,0,WA
4,2,2800,0,WA
4,2,2800,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
5,3,3900,0,WA
5,3,4100,0,WA
4,2,6784,0,WA
4,2,6784,0,WA
4,2,6784,0,WA
4,2,6784,0,WA
1,0,6383,0,WA
1,0,6083,0,WA
1,0,6083,0,WA
1,0,6083,0,WA
3,2,0,0,WA
3,2,0,0,WA
3,2,0,0,WA
3,2,0,0,WA
5,3,3118,0,WA
5,3,3118,0,WA
5,3,3118,0,WA
5,3,3118,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,1,3415,0,WA
2,1,3415,0,WA
2,1,3415,0,WA
2,1,3415,0,WA
3,1,6083,0,WA
3,1,6083,0,WA
3,1,6083,0,WA
3,1,6083,0,WA
2,0,16666,0,WA
2,0,16666,0,WA
2,0,16666,0,WA
2,0,16666,0,WA
1,0,4750,0,WA
1,0,4750,0,WA
1,0,4750,0,WA
1,0,4750,0,WA
2,0,4743,0,WA
2,0,4743,0,WA
2,0,4743,0,WA
2,0,4743,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,4686,0,WA
2,0,4686,0,WA
2,0,4686,0,WA
2,0,3950,0,WA
2,0,1306,0,WA
2,0,1044,0,WA
2,0,1044,0,WA
2,0,1306,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,560,0,WA
1,0,525,0,WA
6,4,1200,216,WA
6,4,1200,216,WA
6,4,1200,216,WA
6,4,1200,216,WA
2,0,2055,0,WA
2,0,5112,0,WA
2,0,5112,0,WA
2,0,1555,0,WA
2,0,5956,0,WA
2,0,5956,0,WA
2,0,1855,0,WA
2,0,5956,0,WA
2,0,5956,0,WA
2,0,1655,0,WA
2,0,5956,0,WA
2,0,5956,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
4,0,7571,0,WA
4,0,7600,0,WA
4,0,10400,0,WA
4,0,7600,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
6,4,7300,0,WA
6,4,7300,0,WA
6,4,7300,0,WA
6,4,7300,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
3,0,3754,0,WA
3,0,3754,0,WA
3,0,3276,0,WA
3,0,3276,0,WA
3,0,3276,0,WA
3,0,3276,0,WA
3,0,3754,0,WA
3,0,3754,0,WA
5,3,3506,0,WA
5,3,3506,0,WA
5,3,3506,0,WA
5,3,3506,0,WA
5,2,3572,0,WA
5,0,3572,0,WA
5,2,3572,0,WA
5,0,3572,0,WA
5,2,3572,0,WA
5,0,3572,0,WA
5,2,3572,0,WA
5,0,3572,0,WA
4,0,3944,0,WA
4,0,3944,0,WA
4,0,3944,0,WA
4,0,3944,0,WA
1,0,3300,0,WA
1,0,3300,0,WA
1,0,3300,0,WA
1,0,3300,0,WA
2,0,12389,0,WA
2,0,11277,0,WA
2,0,11277,0,WA
2,0,12389,0,WA
4,2,425,0,WA
4,2,425,0,WA
4,2,0,0,WA
4,2,680,0,WA
3,0,11835,0,WA
3,0,11835,0,WA
3,0,11835,0,WA
2,0,13371,0,WA
2,0,0,0,WA
3,0,3998,0,WA
3,0,3998,0,WA
3,0,3998,0,WA
2,0,0,0,WA
3,0,3701,0,WA
3,0,3701,0,WA
3,0,3701,0,WA
2,0,0,0,WA
3,0,3508,0,WA
3,0,3508,0,WA
3,0,3508,0,WA
2,0,0,0,WA
3,0,5927,0,WA
3,0,5927,0,WA
3,0,5927,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,9750,0,WA
2,0,9750,0,WA
2,0,9750,0,WA
2,0,9750,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,694,0,WA
1,0,556,0,WA
1,0,556,0,WA
1,0,694,0,WA
2,0,5628,0,WA
2,0,5628,0,WA
2,0,5628,0,WA
2,0,5628,0,WA
2,0,254,0,WA
2,0,300,0,WA
2,0,305,0,WA
2,0,21,0,WA
2,0,6139,0,WA
2,0,8982,0,WA
2,0,6456,0,WA
2,0,5975,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,0,62,WA
1,0,0,59,WA
1,0,0,59,WA
1,0,0,59,WA
4,2,4236,0,WA
4,2,4236,0,WA
4,2,4236,0,WA
4,2,4236,0,WA
1,0,7302,0,WA
1,0,7302,0,WA
1,0,7302,0,WA
1,0,7717,0,WA
2,0,6014,0,WA
1,0,4400,0,WA
1,0,7200,0,WA
1,0,4400,0,WA
1,0,0,10,WA
1,0,0,10,WA
1,0,0,10,WA
1,0,0,10,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
4,2,9761,0,WA
4,2,9761,0,WA
4,2,9761,0,WA
4,2,9761,0,WA
5,3,12667,0,WA
5,3,12667,0,WA
5,3,12667,0,WA
5,3,12667,0,WA
2,0,1500,0,WA
2,0,1500,0,WA
2,0,1500,0,WA
2,0,2148,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
6,1,2802,214,WA
6,0,2802,214,WA
6,1,3209,214,WA
6,0,3209,214,WA
6,1,1044,214,WA
6,0,1044,214,WA
6,1,1044,214,WA
6,0,1044,214,WA
1,0,6928,0,WA
1,0,6928,0,WA
1,0,6928,0,WA
1,0,6928,0,WA
3,0,5685,0,WA
3,0,5685,0,WA
3,0,5685,0,WA
3,0,7244,0,WA
2,0,6972,0,WA
2,0,6972,0,WA
2,0,6972,0,WA
2,0,1972,0,WA
5,3,3564,0,WA
5,3,3564,0,WA
5,3,3564,0,WA
5,3,3564,0,WA
3,1,5170,0,WA
3,1,5170,0,WA
3,1,5170,0,WA
3,1,5170,0,WA
1,0,2200,0,WA
1,0,2200,0,WA
1,0,2200,0,WA
1,0,2200,0,WA
1,0,1386,0,WA
1,0,1348,0,WA
1,0,1348,0,WA
1,0,1386,0,WA
4,1,1533,0,WA
4,1,1200,0,WA
4,1,1633,0,WA
4,1,1966,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
2,0,0,58,WA
2,0,0,58,WA
2,0,0,58,WA
2,0,0,58,WA
1,0,2500,0,WA
1,0,1689,0,WA
1,0,2500,0,WA
1,0,1689,0,WA
1,0,2667,0,WA
1,0,1689,0,WA
1,0,2667,0,WA
1,0,1299,0,WA
1,0,2300,0,WA
1,0,2300,0,WA
1,0,2300,0,WA
1,0,2300,0,WA
1,0,4551,0,WA
1,0,4551,0,WA
1,0,4551,0,WA
1,0,4551,0,WA
3,1,17056,0,WA
3,1,15944,0,WA
3,1,15944,0,WA
3,1,17056,0,WA
4,2,5250,0,WA
4,2,5250,0,WA
4,2,5250,0,WA
4,2,5250,0,WA
3,0,693,0,WA
2,0,2338,0,WA
3,0,2259,0,WA
2,0,2338,0,WA
3,0,2259,0,WA
2,0,2458,0,WA
3,0,2259,0,WA
2,0,2458,0,WA
4,1,5406,0,WA
4,1,5555,0,WA
4,1,5555,0,WA
4,1,5743,0,WA
2,0,4850,0,WA
2,0,4600,0,WA
2,0,4300,0,WA
2,0,4550,0,WA
1,0,2524,0,WA
1,0,2524,0,WA
1,0,2524,0,WA
1,0,2524,0,WA
1,0,732,0,WA
1,0,732,0,WA
1,0,732,0,WA
1,0,732,0,WA
3,0,1226,0,WA
3,0,1250,0,WA
2,0,0,0,WA
2,0,0,0,WA
4,1,12500,0,WA
4,1,10000,0,WA
4,1,10000,0,WA
4,0,12500,0,WA
4,1,9017,0,WA
4,1,9017,0,WA
4,1,9017,0,WA
4,1,9017,0,WA
4,1,10833,0,WA
4,1,10833,0,WA
4,1,10833,0,WA
4,1,10833,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
4,2,1923,225,WA
4,2,1923,225,WA
4,2,1923,225,WA
4,2,1923,225,WA
2,0,3000,0,WA
2,0,3000,0,WA
2,0,3000,0,WA
2,0,5052,0,WA
2,0,7300,0,WA
2,0,7300,0,WA
2,0,7300,0,WA
2,0,7300,0,WA
2,0,3810,0,WA
2,0,3810,0,WA
2,0,3810,0,WA
2,0,3810,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
3,1,3369,0,WA
5,2,4772,0,WA
5,2,4772,0,WA
5,2,4772,0,WA
4,2,3500,0,WA
4,2,3500,0,WA
4,2,3500,0,WA
4,2,3500,0,WA
2,0,5500,0,WA
2,0,5500,0,WA
2,0,5500,0,WA
2,0,5500,0,WA
2,0,11167,0,WA
2,0,11133,0,WA
2,0,11133,0,WA
2,0,11167,0,WA
1,0,200,0,WA
1,0,200,0,WA
1,0,925,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
4,1,2736,0,WA
4,1,2736,0,WA
4,1,2704,0,WA
4,1,2704,0,WA
4,1,2704,0,WA
4,1,2704,0,WA
4,1,2704,0,WA
4,1,2704,0,WA
5,3,9202,0,WA
5,3,9202,0,WA
5,3,10202,0,WA
5,3,10673,0,WA
6,2,7275,0,WA
6,2,7275,0,WA
6,2,7275,0,WA
6,2,7275,0,WA
3,1,7167,0,WA
3,1,7167,0,WA
3,1,7167,0,WA
3,1,7167,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
1,0,0,0,WA
4,2,12000,0,WA
4,2,12000,0,WA
4,2,11750,0,WA
4,2,12000,0,WA
4,2,8803,0,WA
4,2,10693,0,WA
4,2,11543,0,WA
4,2,10578,0,WA
5,2,6432,0,WA
5,1,6439,0,WA
5,1,6439,0,WA
5,1,6439,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
4,2,37750,0,WA
4,2,37750,0,WA
4,2,37750,0,WA
4,2,37750,0,WA
3,0,2598,0,WA
3,0,2598,0,WA
3,0,2598,0,WA
3,0,2598,0,WA
2,0,1200,0,WA
2,0,1200,0,WA
2,0,1800,0,WA
2,0,1800,0,WA
2,0,1500,0,WA
2,0,1500,0,WA
2,0,1200,0,WA
2,0,1200,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,0,0,0,WA
2,1,0,180,WA
2,1,0,180,WA
2,1,0,180,WA
2,1,866,180,WA
6,5,0,723,WA
6,5,0,723,WA
6,5,0,723,WA
6,5,1559,723,WA
3,0,13471,0,WA
2,0,4470,0,WA
2,0,4470,0,WA
3,0,13471,0,WA
2,0,4470,0,WA
2,0,4470,0,WA
