"id","nearc4","ed76","age76","daded","momed","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","work76","lwage76","black","smsa66r","wage76","kww","iq","marsta76"
1765,1,13,24,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.00141488,1,1,404,26,NA,6
1766,1,17,25,11,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.92157842,1,1,373,33,116,5
1767,1,12,24,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.43807931,1,1,230,20,NA,6
1768,1,12,32,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.32435896,1,1,558,40,NA,5
1769,1,8,29,6,7,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.70378247,1,1,300,18,NA,1
1770,1,14,29,9.94,12,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.81673588,0,1,913,40,NA,1
1771,1,18,27,12,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.32435896,0,1,558,41,98,1
1772,1,13,33,9.94,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6.27098843,0,1,529,48,114,1
1773,1,15,26,5,7,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.79909265,0,1,330,45,NA,6
1774,1,9,26,13,11,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.92692603,0,1,375,28,NA,1
1775,1,13,24,13,11,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.42162227,0,1,615,25,NA,1
1776,1,14,27,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.58063914,0,1,721,34,119,1
1777,1,16,25,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.27098843,0,1,529,40,122,4
1778,1,12,34,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.75576892,1,1,859,42,77,1
1779,1,14,27,16,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.47543272,1,1,649,35,NA,1
1780,1,10,24,16,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.47227067,1,1,238,26,NA,1
1781,1,12,34,8,6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.6167711,1,1,275,37,95,1
1782,1,14,26,9.94,13,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.78382518,1,1,325,24,89,1
1783,1,14,29,9.94,16,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.87773578,1,1,357,44,93,5
1784,1,12,30,9.94,10,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.95324333,1,1,385,35,NA,1
1785,1,14,24,12,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.89989735,0,1,365,25,116,1
1786,1,12,26,8,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,40,104,1
1787,1,8,33,6,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.68461173,0,1,800,30,NA,1
1788,1,12,34,5,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.17794411,0,1,482,37,110,1
1789,1,17,29,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.86171134,0,0,955,39,132,1
1790,1,17,26,7,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.13556489,0,1,462,32,103,1
1791,1,16,28,2,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.03308622,0,1,417,37,112,1
1792,1,10,25,2,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.66988092,0,1,290,23,NA,1
1793,1,12,24,12,12,0,0,1,0,0,0,0,1,0,0,0,0,1,1,5.48063892,0,1,240,36,NA,1
1794,1,12,31,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.72022016,1,1,829,30,NA,1
1795,1,12,27,9.94,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,20,75,1
1796,1,15,24,8,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,31,NA,6
1797,1,12,32,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.88887796,0,1,361,42,99,1
1798,1,18,27,18,14,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,39,128,6
1799,1,16,28,11,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39359075,0,1,598,46,138,1
1800,1,13,25,7,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.62007321,0,1,750,29,93,1
1801,1,16,25,12,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.95324333,1,1,385,28,88,6
1802,1,16,28,9.94,10,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.42971948,1,1,620,26,96,1
1803,1,14,24,9.94,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,20,NA,5
1804,1,13,34,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.46302946,0,1,641,45,106,1
1805,1,8,25,9.94,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,23,NA,6
1806,1,12,27,8,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,24,87,1
1807,1,16,28,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,1,1,77,37,98,4
1808,1,16,26,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.1484683,1,1,468,33,90,1
1809,1,13,24,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.95324333,1,1,385,29,NA,6
1810,1,12,25,11,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.13556489,1,1,462,25,93,1
1811,1,12,27,14,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.453625,0,1,635,32,92,1
1812,1,12,26,14,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.99146455,0,1,400,22,101,1
1813,1,13,27,12,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.63331843,0,1,760,27,100,1
1814,1,16,29,9.94,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,43,128,4
1815,1,13,27,12,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.32793678,0,1,560,35,91,1
1816,1,12,34,3,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.90775528,0,1,1000,48,95,1
1817,1,12,26,7,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,NA,30,80,6
1818,1,8,32,6,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,NA,28,NA,1
1819,1,11,28,6,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.05208917,0,1,425,24,71,1
1820,1,12,30,9.94,9,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.01859321,1,1,411,28,89,1
1821,1,11,25,9.94,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5.18738581,0,1,179,12,67,1
1822,1,18,32,14,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.92692603,0,1,375,44,96,1
1823,1,18,28,16,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7.1685799,0,1,1298,45,127,6
1824,1,15,30,8,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.16541785,1,1,476,40,NA,1
1825,1,16,27,8,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.65286303,0,1,775,43,114,6
1826,1,12,27,10,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.57088296,0,1,714,37,112,1
1827,1,12,31,11,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,1,NA,28,NA,5
1828,1,10,28,9.94,9,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.06145692,1,1,429,34,57,4
1829,1,13,24,10,11,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6.07534603,1,1,435,26,NA,6
1830,1,13,26,9.94,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.77422389,0,1,875,30,102,1
1831,1,14,33,9.94,11,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.04973346,1,1,424,29,103,5
1832,1,12,25,9.94,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5.92692603,1,1,375,34,NA,6
1833,1,12,25,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.19236249,1,1,489,23,NA,1
1834,1,15,24,12,7,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6.13556489,1,1,462,30,102,1
1835,1,12,34,8,10.25,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.82894562,1,1,340,33,NA,1
1836,1,12,30,9.94,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6.36475076,0,1,581,45,NA,1
1837,1,12,27,7,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.2441669,0,1,515,34,88,1
1838,1,12,25,7,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.95939851,0,1,1053,32,88,1
1839,1,12,30,10,11,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.1633148,1,1,475,26,NA,1
1840,1,18,32,14,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7.31455283,0,1,1502,53,132,1
1841,1,15,33,12,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.86901445,0,1,962,45,110,4
1842,1,15,30,14,18,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.43807931,1,1,230,32,90,4
1843,1,18,29,14,18,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.62007321,1,1,750,28,96,1
1844,1,15,26,12,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.4161004,1,1,225,29,83,1
1845,1,13,26,12,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.80211838,1,1,331,32,86,1
1846,1,11,26,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.98393628,1,1,397,28,NA,1
1847,1,10,34,10,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.62007321,0,1,750,45,94,1
1848,1,12,25,8,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.10924758,0,1,450,20,86,1
1849,1,12,30,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,51,104,1
1850,1,11,28,15,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,39,108,5
1851,1,18,32,9.94,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,52,95,4
1852,1,13,25,9,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.76272951,1,1,865,40,110,1
1853,1,8,24,9,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.28226675,0,1,535,31,NA,6
1854,1,16,27,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.74051936,0,1,846,29,114,1
1855,1,16,26,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.63200178,0,1,759,39,130,6
1856,1,16,24,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39692966,0,1,600,40,119,6
1857,1,16,24,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,38,117,6
1858,1,12,34,8,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.93731408,0,1,1030,26,94,1
1859,1,14,32,10,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.77536609,0,1,876,52,125,1
1860,1,12,32,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.34212142,0,1,568,44,100,1
1861,1,16,25,14,14,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.27852142,0,1,533,27,108,6
1862,1,12,25,10,8,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6.17586727,0,1,481,38,NA,1
1863,1,12,28,9.94,11,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.4035742,1,1,604,39,83,1
1864,1,12,27,12,12,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6.48768402,0,1,657,32,86,1
1865,1,12,31,9.94,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.43775165,0,1,625,36,101,1
1866,1,12,29,9.94,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.6347896,1,1,280,16,70,1
1867,1,10,28,8,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.2146081,0,1,500,27,75,1
1868,1,12,26,8,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.28226675,0,1,535,24,105,1
1869,1,10,26,9.94,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.70686234,0,1,818,28,85,1
1870,1,10,34,9.94,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.43615037,0,1,624,33,NA,1
1871,1,10,28,9.94,9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.4035742,0,1,604,36,89,1
1872,1,12,31,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.22455843,0,1,505,25,80,1
1873,1,12,30,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.62007321,0,1,750,20,72,1
1874,1,12,32,11,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.58063914,0,1,721,43,NA,1
1875,1,18,32,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.51323011,0,1,674,56,115,1
1876,1,16,33,17,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.81673588,0,1,913,48,115,1
1877,1,17,30,18,18,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.7787849,1,0,879,40,102,1
1878,1,12,26,8,13,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6.05678401,1,1,427,27,NA,1
1879,1,8,24,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.67456139,1,1,792,29,NA,1
1880,1,14,29,10,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.78996017,1,1,327,44,99,4
1881,1,10,30,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.74620319,1,1,313,39,NA,5
1882,1,16,34,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.66695679,1,1,786,34,NA,1
1883,1,18,32,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,41,113,1
1884,1,18,31,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.82008293,0,1,337,40,107,1
1885,1,10,30,9.94,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.95324333,1,1,385,27,66,6
1886,1,16,27,8,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.27098843,1,1,529,47,108,5
1887,1,10,33,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.06145692,1,1,429,37,NA,1
1888,1,12,27,7,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.8916259,0,1,984,36,94,2
1889,1,12,34,3,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.70563909,0,1,817,27,93,6
1890,1,14,32,7,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.61338422,1,1,745,NA,NA,1
1891,1,10,24,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.84354442,1,1,345,31,NA,6
1892,1,17,29,18,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,41,121,6
1893,1,14,34,9.94,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.31716469,1,1,554,43,NA,1
1894,1,13,24,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.57215403,1,1,263,28,85,6
1895,1,18,32,16,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.61338422,1,1,745,40,99,1
1896,1,17,29,13,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.51174533,1,0,673,42,NA,6
1897,1,17,32,14,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.58063914,1,1,721,36,86,5
1898,1,13,30,9.94,11,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.08221891,1,1,438,34,NA,1
1899,0,12,27,9.94,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,1,1,NA,18,72,1
1900,0,12,26,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.30078579,1,1,545,32,95,1
1901,0,14,25,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.52146092,1,1,250,NA,114,6
1902,0,14,27,9.94,11,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.43615037,1,1,624,NA,74,4
1903,0,12,31,7,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,1,1,NA,38,80,6
1904,0,13,29,8,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.99146455,0,1,400,36,NA,6
1905,0,16,29,16,16,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.35784227,0,1,577,46,128,1
1906,0,16,25,18,18,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.70073111,1,1,813,37,111,6
1907,0,12,34,12,11,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.43775165,1,1,625,38,101,4
1908,0,14,26,12,11,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.18414889,1,1,485,43,111,5
1909,0,16,28,10,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.73459166,0,1,841,42,92,6
1910,0,16,27,10,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.76272951,0,1,865,41,100,1
1911,0,16,26,14,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.78382518,0,1,325,48,123,1
1912,0,14,26,9,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.16751649,1,1,477,22,69,1
1913,0,16,25,9,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.52146092,1,1,250,30,79,1
1914,0,13,27,10,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,1,NA,31,NA,1
1915,0,12,24,10,9,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.2146081,0,1,500,30,NA,6
1916,0,13,25,8,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.2441669,0,1,515,31,106,6
1917,0,18,28,9.94,5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.54517744,0,1,256,27,106,6
1918,0,13,24,9.94,5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.57646957,0,1,718,40,115,6
1919,0,18,30,17,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.67959919,0,0,796,42,NA,1
1920,0,12,25,10,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.62007321,0,1,750,31,108,1
1921,0,12,24,10,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.03787092,1,1,419,26,NA,4
1922,0,12,26,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.06610809,1,1,431,22,69,1
1923,0,12,25,9.94,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.05208917,1,1,425,27,86,1
1924,0,12,31,10,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.39362755,1,1,220,29,76,6
1925,0,13,29,9,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.52941884,1,1,685,40,115,1
1926,0,15,34,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.2146081,0,1,500,44,104,1
1927,0,12,27,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,38,93,1
1928,0,16,26,10,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.31173481,0,1,551,37,115,6
1929,0,11,25,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.55108034,0,1,700,26,93,1
1930,0,12,33,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,41,107,1
1931,1,12,32,8,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.56103067,0,1,707,39,91,1
1932,1,17,28,18,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.25958146,0,1,523,38,125,1
1933,1,12,24,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.07073773,0,1,433,26,NA,1
1934,1,14,25,5,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.13556489,0,1,462,22,89,1
1935,1,12,24,5,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.98393628,0,1,397,16,NA,1
1936,1,15,26,9,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.99146455,0,1,400,26,92,1
1937,1,18,28,14,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.77078942,0,1,872,28,127,4
1938,1,12,26,7,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.9348942,0,1,378,38,80,1
1939,1,12,27,5,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.89715387,0,1,364,24,NA,1
1940,1,15,31,12,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.86901445,0,1,962,44,NA,1
1941,1,16,32,12,15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,NA,41,103,4
1942,1,15,30,12,15,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.68586095,0,1,801,36,112,4
1943,1,5,32,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.99146455,0,1,400,12,NA,1
1944,1,18,28,16,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,25,NA,4
1945,1,13,29,9.94,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.29156914,1,1,540,29,NA,4
1946,1,13,27,8,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,19,72,6
1947,1,10,30,9,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.10924758,0,1,450,35,90,1
1948,1,15,27,9.94,16,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.08221891,1,1,438,34,NA,4
1949,1,7,27,4,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,16,NA,6
1950,1,12,26,4,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.88610403,1,1,360,23,84,5
1951,1,12,27,12,12,0,0,1,0,0,0,0,0,1,0,0,0,1,1,6.27098843,0,1,529,30,NA,1
1952,1,12,26,9.94,10.25,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.58063914,1,1,721,43,120,1
1953,1,2,31,9.94,10,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.84354442,0,1,345,31,NA,5
1954,1,11,27,9.94,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.95844839,0,1,1052,41,NA,1
1955,1,16,28,16,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.58755001,0,1,726,44,106,6
1956,1,12,33,9.94,10.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.29710932,1,1,543,24,76,5
1957,1,16,33,8,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,7.09174212,0,1,1202,48,115,1
1958,1,16,24,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.99146455,0,1,400,33,NA,1
1959,1,12,32,9.94,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,1,NA,33,NA,4
1960,1,9,32,9.94,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.92692603,1,1,375,32,89,1
1961,1,11,30,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.63835467,1,1,281,29,NA,1
1962,1,12,24,9.94,10,0,1,0,0,0,0,0,0,0,1,0,0,1,1,4.84418709,1,1,127,24,NA,5
1963,1,12,32,9.94,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7.23921497,1,1,1393,39,102,6
1964,1,13,27,9.94,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,1,NA,25,90,6
1965,1,12,30,10,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.47543272,0,1,649,47,104,1
1966,1,16,31,11,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.04025471,0,1,420,37,NA,5
1967,1,16,27,11,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.12029742,0,1,455,40,122,1
1968,1,12,25,9,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.49375384,1,1,661,23,107,1
1969,1,12,24,12,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.94017125,0,1,380,30,NA,1
1970,1,10,34,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.75257264,1,1,315,26,NA,4
1971,1,14,24,9.94,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.11368218,0,1,452,41,NA,1
1972,1,12,28,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.43775165,0,1,625,42,100,1
1973,1,14,24,8,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39859493,0,1,601,30,NA,6
1974,1,13,27,7,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.2126061,0,1,499,32,100,1
1975,0,8,31,8,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.54103,0,1,693,24,NA,1
1976,1,18,32,15,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.28226675,0,0,535,40,129,1
1977,1,17,28,16,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,35,113,1
1978,1,16,24,16,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,34,118,1
1979,1,7,26,1,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.14203741,0,0,465,24,NA,1
1980,1,12,24,9.94,9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.99146455,0,0,400,32,NA,1
1981,1,18,27,17,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.90808294,0,0,368,40,129,1
1982,1,7,28,3,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,0,NA,6
1983,1,8,25,4,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6.55108034,0,0,700,22,NA,1
1984,1,12,25,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,27,83,1
1985,1,16,31,16,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.86901445,0,0,962,39,112,1
1986,1,6,24,9.94,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.89989735,0,0,365,13,NA,1
1987,1,9,33,7,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.1633148,0,0,475,35,NA,6
1988,1,12,24,7,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.29831737,0,0,200,15,NA,1
1989,1,9,24,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39692966,1,0,600,23,NA,1
1990,1,13,27,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,24,71,1
1991,1,12,27,8,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.22455843,1,0,505,17,76,6
1992,1,12,24,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,17,NA,1
1993,1,12,27,9.94,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,25,72,6
1994,1,16,31,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.35784227,1,0,577,36,82,1
1995,1,12,24,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.12468339,1,0,457,20,NA,6
