"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2010,"california",55,"female","at work","grades 1, 2, 3, or 4",52,40,10002
2010,"new jersey",24,"male","at work","bachelor's degree",52,40,40000
2010,"south carolina",32,"female","at work","some college but no degree",52,36,38000
2017,"louisiana",36,"male","at work","high school diploma or equivalent",52,40,23000
2000,"california",46,"male","at work","bachelor's degree",52,50,29000
2000,"pennsylvania",55,"female","at work","none or preschool",52,30,12000
2000,"texas",25,"male","at work","some college but no degree",52,30,16000
2017,"washington",29,"female","at work","bachelor's degree",52,40,36000
2010,"colorado",52,"male","at work","bachelor's degree",24,33,21500
2010,"wisconsin",30,"female","at work","bachelor's degree",51,20,4619
2010,"new york",32,"female","has job, not at work last week","bachelor's degree",52,60,493804
2000,"florida",55,"male","has job, not at work last week","master's degree",22,38,5000
2000,"minnesota",32,"female","at work","associate's degree, academic program",52,20,9560
2010,"iowa",43,"female","at work","bachelor's degree",52,40,57200
2010,"north dakota",41,"male","has job, not at work last week","associate's degree, academic program",52,40,75000
2000,"montana",45,"male","at work","some college but no degree",52,60,33000
2010,"florida",41,"male","at work","high school diploma or equivalent",52,80,70000
2010,"california",50,"female","at work","bachelor's degree",52,45,75000
2000,"california",34,"male","at work","grades 5 or 6",52,40,19000
2010,"texas",21,"male","at work","some college but no degree",52,25,4200
2010,"idaho",25,"male","at work","associate's degree, occupational/vocational program",52,40,24000
2017,"delaware",20,"female","at work","some college but no degree",52,30,8400
2010,"rhode island",18,"male","nilf, other","grade 11",10,25,1458
2010,"mississippi",60,"female","at work","high school diploma or equivalent",52,40,20000
2000,"california",22,"male","at work","high school diploma or equivalent",52,40,24000
2000,"new jersey",28,"male","at work","bachelor's degree",52,55,59000
2017,"mississippi",59,"female","at work","grade 9",52,40,4000
2000,"kansas",32,"male","at work","some college but no degree",52,40,20400
2000,"florida",52,"male","at work","high school diploma or equivalent",52,17,6188
2000,"illinois",57,"female","at work","grade 11",48,40,32200
2010,"nebraska",46,"female","at work","some college but no degree",52,52,43502
2010,"hawaii",40,"male","at work","associate's degree, occupational/vocational program",50,40,14000
2010,"ohio",60,"female","at work","high school diploma or equivalent",52,43,39004
2010,"new york",42,"male","at work","high school diploma or equivalent",52,46,27000
2000,"ohio",57,"female","at work","high school diploma or equivalent",52,40,49000
2010,"ohio",33,"female","at work","associate's degree, academic program",52,40,7500
2017,"kansas",47,"female","has job, not at work last week","grades 7 or 8",48,40,8000
2010,"south dakota",56,"male","at work","high school diploma or equivalent",52,50,37842
2010,"california",21,"male","at work","high school diploma or equivalent",52,36,20002
2017,"georgia",45,"male","at work","some college but no degree",52,60,100000
2017,"montana",44,"male","at work","bachelor's degree",52,40,60000
2010,"alabama",55,"female","at work","bachelor's degree",52,20,6000
2017,"tennessee",22,"female","nilf, other","some college but no degree",12,12,1000
2010,"utah",25,"female","has job, not at work last week","high school diploma or equivalent",52,40,23000
2000,"california",21,"female","nilf, other","associate's degree, occupational/vocational program",20,40,16000
2000,"florida",37,"male","armed forces","high school diploma or equivalent",52,40,22189
2017,"connecticut",37,"female","at work","associate's degree, occupational/vocational program",39,38,38000
2010,"maine",46,"female","at work","associate's degree, occupational/vocational program",52,40,90000
2000,"oklahoma",30,"male","at work","some college but no degree",52,40,15600
2000,"new mexico",30,"female","at work","associate's degree, occupational/vocational program",50,40,17000
2010,"vermont",54,"female","at work","grade 10",52,14,3500
2017,"maryland",27,"female","at work","high school diploma or equivalent",52,40,31000
2010,"california",46,"female","at work","some college but no degree",52,40,25000
2000,"michigan",56,"male","at work","master's degree",52,40,75000
2000,"north carolina",36,"female","at work","high school diploma or equivalent",52,25,17000
2010,"connecticut",41,"female","at work","some college but no degree",52,40,49000
2010,"pennsylvania",36,"female","at work","associate's degree, academic program",52,27,19002
2017,"illinois",48,"male","at work","high school diploma or equivalent",52,40,30000
2010,"oklahoma",42,"female","nilf, other","high school diploma or equivalent",8,24,2400
2000,"north carolina",30,"male","at work","bachelor's degree",52,40,55000
2010,"nevada",49,"female","at work","some college but no degree",52,40,40000
2010,"wisconsin",34,"male","at work","some college but no degree",52,40,108000
2000,"north carolina",42,"male","at work","bachelor's degree",52,40,27000
2000,"illinois",33,"male","at work","some college but no degree",52,72,42000
2010,"nevada",32,"male","has job, not at work last week","high school diploma or equivalent",52,40,45000
2000,"idaho",58,"male","at work","some college but no degree",52,50,18000
2010,"hawaii",51,"female","at work","high school diploma or equivalent",52,30,30000
2000,"oklahoma",47,"male","at work","some college but no degree",52,60,36750
2017,"florida",57,"male","at work","high school diploma or equivalent",52,40,35360
2010,"colorado",45,"male","at work","some college but no degree",52,20,18500
2010,"iowa",37,"female","at work","master's degree",46,55,63900
2017,"montana",51,"female","at work","master's degree",52,44,78000
2010,"ohio",54,"male","at work","doctorate degree",52,40,157000
2010,"massachusetts",57,"female","at work","bachelor's degree",52,40,55000
2010,"california",46,"male","at work","professional school degree",52,50,100000
2017,"washington",48,"female","at work","master's degree",52,65,200000
2010,"oregon",42,"male","at work","some college but no degree",20,40,8000
2017,"west virginia",55,"female","at work","associate's degree, academic program",52,40,22000
2010,"texas",40,"female","at work","high school diploma or equivalent",52,15,12000
2000,"north carolina",40,"male","at work","associate's degree, occupational/vocational program",52,40,35000
2000,"california",41,"female","at work","bachelor's degree",52,40,24000
2017,"washington",25,"male","has job, not at work last week","bachelor's degree",52,49,58000
2000,"alaska",40,"male","at work","master's degree",52,50,130000
2017,"florida",53,"female","at work","professional school degree",52,60,35000
2010,"wisconsin",54,"female","at work","bachelor's degree",26,40,24000
2000,"oregon",51,"male","at work","master's degree",38,70,12000
2010,"georgia",47,"female","at work","master's degree",52,20,50000
2017,"texas",50,"female","at work","some college but no degree",52,18,7300
2017,"new mexico",57,"male","at work","high school diploma or equivalent",52,40,82000
2010,"washington",61,"male","unemployed, experienced worker","bachelor's degree",6,15,2500
2017,"texas",58,"male","at work","bachelor's degree",52,40,84000
2010,"oregon",47,"male","at work","bachelor's degree",52,40,127000
2010,"indiana",31,"female","at work","bachelor's degree",52,40,66000
2010,"louisiana",27,"male","at work","high school diploma or equivalent",52,50,43000
2017,"alabama",38,"female","nilf, other","some college but no degree",40,40,30000
2017,"nevada",39,"male","at work","none or preschool",52,40,14000
2010,"connecticut",34,"female","unemployed, experienced worker","some college but no degree",31,40,18000
2000,"illinois",22,"male","at work","associate's degree, occupational/vocational program",52,40,27000
2010,"wyoming",50,"male","at work","high school diploma or equivalent",24,40,30500
2010,"wisconsin",63,"male","at work","some college but no degree",52,40,44000
2010,"oklahoma",51,"female","at work","master's degree",52,40,43000
2017,"new jersey",27,"male","at work","bachelor's degree",52,40,70000
2010,"minnesota",34,"female","at work","master's degree",52,40,58000
2017,"florida",47,"female","at work","some college but no degree",52,25,30000
2000,"arkansas",27,"female","at work","grade 9",12,40,2500
2000,"ohio",46,"male","at work","high school diploma or equivalent",52,40,6400
2017,"michigan",60,"female","at work","bachelor's degree",52,40,48000
2010,"pennsylvania",49,"male","at work","bachelor's degree",52,40,100000
2017,"texas",37,"male","at work","bachelor's degree",52,40,50000
2010,"maryland",27,"female","at work","bachelor's degree",15,36,5000
2000,"florida",34,"female","at work","grade 10",52,40,10500
2010,"california",42,"female","at work","grade 11",52,40,10400
2010,"colorado",38,"female","at work","associate's degree, academic program",52,22,41220
2000,"north dakota",39,"male","unemployed, experienced worker","high school diploma or equivalent",16,50,8000
2017,"indiana",27,"female","at work","high school diploma or equivalent",21,40,5000
2010,"ohio",55,"female","at work","some college but no degree",52,40,37000
2000,"washington",44,"male","at work","some college but no degree",52,40,25000
2010,"montana",18,"female","at work","high school diploma or equivalent",20,10,2000
2010,"pennsylvania",20,"male","nilf, other","some college but no degree",9,40,2100
2000,"florida",31,"male","at work","high school diploma or equivalent",52,45,16403
2010,"california",21,"male","unemployed, experienced worker","high school diploma or equivalent",52,45,21000
2017,"louisiana",28,"male","at work","some college but no degree",52,40,30000
2017,"wyoming",54,"male","at work","high school diploma or equivalent",52,40,68000
2000,"montana",53,"male","at work","high school diploma or equivalent",52,40,229339
2010,"texas",40,"male","at work","high school diploma or equivalent",52,40,36000
2010,"district of columbia",36,"male","at work","doctorate degree",52,40,66000
2010,"maryland",58,"male","at work","12th grade, no diploma",52,40,26000
2017,"florida",23,"female","at work","some college but no degree",52,40,20000
2010,"massachusetts",51,"female","at work","associate's degree, academic program",42,10,3000
2017,"california",26,"male","at work","high school diploma or equivalent",52,40,35000
2010,"new york",41,"female","at work","some college but no degree",52,40,48000
2000,"texas",36,"female","at work","high school diploma or equivalent",52,38,10793
2000,"california",19,"female","at work","high school diploma or equivalent",4,40,600
2017,"ohio",31,"male","at work","high school diploma or equivalent",52,40,27000
2000,"ohio",35,"male","at work","associate's degree, academic program",52,55,39000
2000,"arizona",50,"male","at work","some college but no degree",52,40,19000
2010,"california",53,"male","at work","some college but no degree",52,40,60000
2000,"tennessee",53,"male","at work","master's degree",52,45,24567
2000,"california",56,"male","at work","professional school degree",26,45,25000
2017,"minnesota",34,"male","at work","bachelor's degree",52,40,65000
2017,"florida",31,"male","at work","high school diploma or equivalent",52,45,41125
2010,"new york",33,"male","at work","bachelor's degree",52,40,50000
2000,"florida",54,"male","at work","high school diploma or equivalent",52,40,35000
2000,"kansas",19,"female","at work","grade 11",25,20,5000
2017,"wyoming",45,"female","at work","bachelor's degree",52,35,65000
2010,"texas",19,"male","at work","some college but no degree",52,32,13100
2000,"massachusetts",46,"female","at work","high school diploma or equivalent",52,40,22000
2000,"texas",23,"male","at work","bachelor's degree",26,40,50000
2010,"virginia",24,"male","at work","high school diploma or equivalent",16,40,6300
2017,"california",30,"female","nilf, unable to work","associate's degree, occupational/vocational program",52,40,25000
2010,"new york",52,"male","at work","high school diploma or equivalent",52,50,40000
2010,"ohio",35,"female","at work","high school diploma or equivalent",52,10,10000
2000,"maryland",43,"male","at work","bachelor's degree",52,65,100000
2010,"oklahoma",51,"female","at work","high school diploma or equivalent",52,50,13000
2017,"montana",36,"male","at work","high school diploma or equivalent",52,40,6240
2017,"new jersey",44,"male","at work","high school diploma or equivalent",52,46,30000
2010,"wisconsin",56,"male","at work","some college but no degree",4,40,3500
2017,"nevada",47,"male","at work","some college but no degree",52,40,134032
2010,"texas",30,"female","at work","master's degree",52,40,85000
2017,"oregon",54,"male","at work","some college but no degree",52,40,40000
2017,"california",20,"female","at work","some college but no degree",16,20,4800
2017,"california",26,"female","at work","some college but no degree",52,35,18000
2017,"texas",43,"male","at work","grade 10",52,40,52000
2010,"florida",36,"male","at work","associate's degree, occupational/vocational program",52,50,68000
2000,"maryland",18,"female","at work","grade 11",52,12,5500
2010,"virginia",38,"female","at work","bachelor's degree",52,60,12000
2010,"rhode island",51,"female","at work","bachelor's degree",52,35,45000
2010,"west virginia",34,"female","at work","grade 10",52,40,20000
2000,"ohio",21,"female","nilf, other","some college but no degree",2,23,450
2017,"ohio",45,"female","at work","associate's degree, academic program",40,40,41739
2000,"georgia",36,"female","at work","some college but no degree",52,20,9000
2010,"new mexico",59,"male","at work","doctorate degree",52,55,48700
2010,"new york",23,"male","at work","bachelor's degree",44,20,2500
2010,"kentucky",47,"male","at work","high school diploma or equivalent",52,55,65000
2010,"virginia",37,"male","at work","some college but no degree",52,45,62000
2017,"connecticut",55,"male","at work","some college but no degree",52,40,48256
2017,"california",28,"male","at work","bachelor's degree",52,40,58000
2010,"texas",55,"male","nilf, unable to work","grade 9",4,40,1000
2010,"california",31,"male","at work","some college but no degree",52,40,30000
2000,"georgia",57,"male","at work","high school diploma or equivalent",52,40,26000
2010,"maine",48,"female","at work","some college but no degree",52,35,82000
2000,"arizona",32,"female","at work","bachelor's degree",52,60,35984
2017,"connecticut",37,"male","at work","high school diploma or equivalent",52,25,29000
2017,"florida",34,"male","at work","bachelor's degree",52,40,17700
2000,"arkansas",40,"female","at work","bachelor's degree",19,40,11000
2017,"mississippi",51,"female","at work","associate's degree, academic program",52,20,56000
2017,"colorado",56,"male","at work","bachelor's degree",52,35,25000
2017,"kansas",61,"female","at work","12th grade, no diploma",52,30,19000
2017,"pennsylvania",42,"female","at work","associate's degree, occupational/vocational program",52,40,80000
2010,"nevada",62,"female","nilf, retired","high school diploma or equivalent",52,40,18000
2000,"louisiana",37,"female","at work","bachelor's degree",52,50,100000
2017,"idaho",44,"male","unemployed, experienced worker","some college but no degree",40,50,22000
2017,"pennsylvania",59,"female","has job, not at work last week","associate's degree, occupational/vocational program",40,40,29000
2010,"georgia",32,"male","at work","doctorate degree",52,40,70000
2000,"ohio",33,"female","at work","grade 11",52,40,45000
2000,"georgia",43,"male","at work","grade 10",52,40,20000
2017,"wisconsin",33,"male","at work","high school diploma or equivalent",52,60,58000
2017,"california",37,"male","at work","bachelor's degree",52,80,110600
2017,"washington",51,"female","at work","professional school degree",52,60,88000
2010,"alaska",31,"male","at work","associate's degree, academic program",52,44,77000
2000,"california",24,"male","at work","high school diploma or equivalent",52,40,7000
2010,"tennessee",55,"female","at work","high school diploma or equivalent",52,40,26000
2017,"district of columbia",36,"male","at work","bachelor's degree",52,50,135000
2000,"mississippi",19,"male","at work","high school diploma or equivalent",52,40,24000
2017,"tennessee",32,"female","at work","associate's degree, occupational/vocational program",52,40,25000
2010,"massachusetts",51,"female","at work","grades 7 or 8",52,40,12000
2000,"texas",45,"male","at work","some college but no degree",52,40,39987
2017,"south dakota",37,"female","at work","high school diploma or equivalent",40,38,14000
2017,"mississippi",53,"male","at work","grades 7 or 8",52,40,42000
2017,"florida",26,"female","has job, not at work last week","high school diploma or equivalent",52,40,39000
2010,"colorado",28,"female","has job, not at work last week","bachelor's degree",52,40,35000
2000,"minnesota",24,"female","at work","associate's degree, occupational/vocational program",52,45,35254
2017,"california",41,"male","at work","grade 10",52,40,24537
2000,"wyoming",26,"female","at work","grade 11",52,35,5262
2010,"texas",33,"male","at work","high school diploma or equivalent",20,30,37000
2010,"new york",27,"male","at work","master's degree",52,40,55000
2010,"virginia",37,"male","at work","high school diploma or equivalent",52,40,29000
2010,"colorado",52,"female","at work","associate's degree, academic program",32,40,61500
2017,"new jersey",42,"female","at work","master's degree",52,40,65000
2000,"north carolina",23,"female","at work","high school diploma or equivalent",52,40,23000
2010,"california",25,"male","at work","grade 9",40,32,23000
2017,"utah",45,"female","at work","grade 9",52,35,19237
2017,"oregon",42,"male","at work","bachelor's degree",52,40,108000
2010,"oklahoma",27,"male","at work","bachelor's degree",52,40,70000
2017,"tennessee",25,"female","at work","bachelor's degree",52,40,57500
2000,"indiana",36,"female","at work","some college but no degree",52,50,35000
2000,"oregon",37,"male","at work","associate's degree, occupational/vocational program",52,40,33000
2000,"california",25,"male","at work","some college but no degree",50,23,12200
2010,"california",25,"female","at work","associate's degree, occupational/vocational program",36,36,22000
2010,"texas",45,"female","at work","bachelor's degree",52,40,33000
2000,"washington",26,"male","at work","grade 11",48,40,28000
2000,"michigan",44,"female","at work","bachelor's degree",52,40,55000
2017,"kansas",58,"female","at work","some college but no degree",52,32,90000
2017,"south carolina",40,"male","at work","some college but no degree",52,60,54000
2017,"florida",27,"female","at work","high school diploma or equivalent",52,40,45000
2000,"alabama",19,"female","at work","high school diploma or equivalent",38,40,9000
2017,"mississippi",51,"male","at work","some college but no degree",52,40,60000
2010,"new york",27,"male","at work","bachelor's degree",52,40,55000
2010,"new york",33,"female","at work","some college but no degree",52,40,48000
2010,"california",28,"female","at work","some college but no degree",26,40,3600
2017,"north dakota",57,"male","at work","associate's degree, occupational/vocational program",52,44,18540
2010,"california",20,"male","at work","some college but no degree",52,35,12000
2017,"texas",25,"male","nilf, other","none or preschool",20,35,70000
2010,"louisiana",27,"male","at work","high school diploma or equivalent",52,40,20000
2017,"arizona",57,"male","at work","grade 10",52,40,28562
2010,"nebraska",58,"female","at work","high school diploma or equivalent",52,40,30000
2017,"washington",48,"female","at work","12th grade, no diploma",52,40,41702
2017,"georgia",37,"female","at work","12th grade, no diploma",52,55,25000
2010,"new jersey",45,"female","at work","some college but no degree",52,40,20000
2017,"alabama",35,"female","at work","high school diploma or equivalent",52,30,45000
2017,"georgia",39,"male","at work","grade 9",52,40,21000
2010,"pennsylvania",57,"male","at work","high school diploma or equivalent",52,45,25000
2017,"new jersey",28,"male","armed forces","associate's degree, academic program",52,40,44000
2010,"texas",47,"male","at work","bachelor's degree",52,50,174000
2000,"florida",51,"female","at work","some college but no degree",52,32,24000
2010,"ohio",39,"male","at work","associate's degree, academic program",52,40,40000
2010,"new jersey",43,"female","at work","bachelor's degree",52,40,40000
2010,"colorado",18,"female","nilf, other","12th grade, no diploma",16,20,2000
2010,"illinois",46,"female","at work","high school diploma or equivalent",52,40,25000
2017,"california",37,"male","at work","some college but no degree",52,40,110000
2017,"california",28,"male","at work","some college but no degree",52,40,35000
2017,"texas",48,"female","has job, not at work last week","high school diploma or equivalent",52,40,88000
2017,"alabama",40,"male","at work","associate's degree, occupational/vocational program",52,40,51000
2000,"connecticut",42,"male","at work","bachelor's degree",52,40,70000
2010,"virginia",31,"female","at work","associate's degree, occupational/vocational program",52,36,93000
2000,"new york",58,"female","at work","professional school degree",52,40,37000
2000,"new york",32,"male","at work","high school diploma or equivalent",52,60,40000
2010,"nevada",39,"female","at work","bachelor's degree",51,40,37569
2010,"california",25,"male","at work","some college but no degree",52,40,39000
2017,"new york",28,"male","at work","associate's degree, occupational/vocational program",52,40,87000
2000,"south carolina",42,"female","at work","high school diploma or equivalent",52,40,24000
2017,"virginia",30,"male","at work","bachelor's degree",52,40,54000
2010,"delaware",50,"male","at work","high school diploma or equivalent",52,40,18000
2010,"texas",28,"female","at work","associate's degree, occupational/vocational program",52,40,13000
2010,"new york",48,"male","at work","high school diploma or equivalent",44,35,65000
2017,"new jersey",31,"female","at work","master's degree",52,50,147000
2010,"hawaii",44,"female","at work","high school diploma or equivalent",52,35,16800
2000,"pennsylvania",43,"female","at work","high school diploma or equivalent",52,38,38000
2010,"iowa",28,"female","at work","some college but no degree",52,20,10000
2000,"illinois",23,"male","at work","associate's degree, occupational/vocational program",20,40,8000
2000,"new york",39,"male","at work","bachelor's degree",52,40,40000
2017,"south carolina",46,"female","at work","high school diploma or equivalent",52,40,45000
2000,"florida",49,"male","at work","some college but no degree",52,40,64000
2010,"hawaii",23,"male","at work","bachelor's degree",52,40,35000
2010,"connecticut",56,"female","at work","grade 11",52,32,20000
2017,"new mexico",55,"male","at work","high school diploma or equivalent",48,60,50000
2000,"new jersey",37,"male","at work","high school diploma or equivalent",52,45,50000
2000,"hawaii",39,"female","at work","high school diploma or equivalent",52,60,33000
2017,"texas",19,"female","at work","high school diploma or equivalent",52,40,23000
2000,"new jersey",54,"male","has job, not at work last week","bachelor's degree",52,50,229339
2017,"louisiana",30,"male","at work","bachelor's degree",52,40,107000
2010,"idaho",31,"male","unemployed, experienced worker","some college but no degree",4,50,17421
2000,"maryland",45,"female","at work","bachelor's degree",45,40,9400
2017,"nevada",40,"male","at work","associate's degree, academic program",52,40,68000
2000,"colorado",27,"male","at work","high school diploma or equivalent",40,40,33000
2017,"california",22,"female","at work","some college but no degree",52,25,25000
2017,"california",50,"female","at work","bachelor's degree",52,55,63000
2010,"new hampshire",43,"female","at work","high school diploma or equivalent",52,40,55000
2017,"pennsylvania",51,"male","at work","associate's degree, academic program",52,40,85000
2010,"minnesota",47,"female","at work","high school diploma or equivalent",9,40,3000
2017,"delaware",48,"female","at work","some college but no degree",52,40,60000
2010,"south carolina",31,"female","has job, not at work last week","bachelor's degree",52,36,55000
2000,"illinois",37,"male","at work","associate's degree, occupational/vocational program",52,80,75000
2010,"florida",45,"male","at work","grade 9",52,30,12000
2000,"illinois",20,"male","at work","grade 10",52,40,15000
2010,"michigan",49,"male","at work","high school diploma or equivalent",52,40,60000
2000,"indiana",40,"male","at work","bachelor's degree",52,55,45360
2017,"minnesota",18,"female","at work","some college but no degree",30,30,8550
2010,"connecticut",32,"female","at work","some college but no degree",42,10,23000
2010,"illinois",41,"male","at work","some college but no degree",52,50,90000
2017,"texas",36,"female","unemployed, experienced worker","some college but no degree",24,40,9600
2000,"new york",46,"female","at work","associate's degree, academic program",52,35,30000
2010,"massachusetts",43,"male","at work","associate's degree, academic program",52,40,60000
2000,"alaska",51,"female","at work","grades 7 or 8",52,40,23000
2017,"idaho",42,"male","at work","associate's degree, occupational/vocational program",52,40,52000
2000,"west virginia",51,"female","at work","high school diploma or equivalent",52,40,20611
2000,"michigan",50,"female","at work","master's degree",52,40,61618
2010,"iowa",33,"female","at work","bachelor's degree",52,40,55000
2000,"tennessee",34,"female","at work","some college but no degree",52,40,36000
2000,"california",42,"male","at work","master's degree",52,40,130000
2017,"tennessee",60,"female","has job, not at work last week","bachelor's degree",52,40,45000
2010,"south dakota",18,"male","at work","grade 11",32,5,500
2010,"maryland",55,"male","at work","bachelor's degree",52,38,120000
2017,"california",61,"female","nilf, other","grade 10",14,48,12000
2010,"california",53,"female","at work","high school diploma or equivalent",52,30,25000
2010,"new york",37,"male","at work","high school diploma or equivalent",52,40,68000
2017,"minnesota",20,"female","at work","some college but no degree",50,15,11000
2010,"south dakota",19,"male","at work","high school diploma or equivalent",25,20,3000
2010,"texas",26,"male","at work","grade 10",52,40,14400
2000,"illinois",57,"female","at work","some college but no degree",50,20,9000
2010,"kansas",54,"male","at work","some college but no degree",44,20,13000
2000,"new york",51,"female","has job, not at work last week","associate's degree, academic program",52,40,30000
2010,"maryland",51,"male","at work","some college but no degree",52,50,60000
2017,"california",55,"male","at work","bachelor's degree",52,40,104000
2017,"oregon",42,"female","at work","bachelor's degree",52,40,200000
2010,"new jersey",38,"male","unemployed, experienced worker","associate's degree, academic program",12,40,10000
2010,"illinois",50,"female","at work","high school diploma or equivalent",52,40,40000
2010,"north carolina",23,"male","unemployed, experienced worker","grade 9",52,35,18000
2010,"colorado",54,"female","at work","high school diploma or equivalent",52,40,18000
2000,"new jersey",43,"male","at work","bachelor's degree",52,50,33000
2017,"colorado",34,"female","at work","some college but no degree",12,12,5000
2010,"virginia",52,"male","at work","bachelor's degree",52,40,80000
2017,"wisconsin",30,"female","at work","high school diploma or equivalent",52,40,31200
2000,"california",22,"female","at work","high school diploma or equivalent",52,40,3600
2000,"ohio",48,"female","at work","some college but no degree",52,40,40000
2010,"colorado",47,"male","unemployed, experienced worker","associate's degree, academic program",44,30,20000
2010,"illinois",38,"male","at work","bachelor's degree",52,40,65000
2017,"missouri",27,"female","at work","bachelor's degree",52,40,50000
2010,"north carolina",54,"male","at work","high school diploma or equivalent",52,40,80000
2010,"south carolina",55,"female","at work","associate's degree, occupational/vocational program",52,40,27000
2010,"georgia",40,"male","at work","doctorate degree",52,40,55000
2010,"california",35,"female","at work","doctorate degree",52,40,50000
2017,"south dakota",35,"male","at work","grade 10",52,40,43000
2000,"hawaii",19,"male","nilf, other","some college but no degree",8,30,1700
2017,"california",32,"male","at work","12th grade, no diploma",52,40,45000
2000,"new mexico",31,"female","at work","some college but no degree",52,60,9000
2017,"pennsylvania",23,"male","at work","high school diploma or equivalent",52,40,17000
2000,"michigan",46,"male","has job, not at work last week","professional school degree",52,60,170037
2010,"pennsylvania",59,"female","at work","master's degree",52,60,10000
2017,"california",35,"male","at work","some college but no degree",52,40,60400
2017,"texas",47,"female","at work","some college but no degree",52,40,34000
2017,"louisiana",28,"female","at work","some college but no degree",48,40,48000
2000,"south dakota",40,"male","at work","some college but no degree",52,41,13068
2017,"wyoming",43,"male","has job, not at work last week","bachelor's degree",14,60,2672
2017,"district of columbia",52,"male","at work","associate's degree, occupational/vocational program",52,40,50000
2017,"utah",26,"male","at work","high school diploma or equivalent",52,36,51000
2010,"arkansas",39,"male","at work","high school diploma or equivalent",52,40,40002
2017,"wisconsin",18,"male","at work","grade 11",26,15,2808
2010,"rhode island",34,"female","at work","some college but no degree",52,38,23002
2017,"texas",59,"male","has job, not at work last week","master's degree",52,40,130000
2017,"tennessee",55,"female","at work","grade 10",52,37,11000
2017,"california",45,"male","unemployed, experienced worker","bachelor's degree",17,60,80000
2017,"mississippi",47,"female","unemployed, experienced worker","some college but no degree",52,50,18130
2000,"california",58,"male","at work","master's degree",52,50,70000
2000,"illinois",25,"male","at work","some college but no degree",52,45,30000
2017,"illinois",46,"male","at work","bachelor's degree",52,40,150000
2000,"california",18,"male","at work","grades 5 or 6",13,40,4000
2017,"texas",45,"female","at work","some college but no degree",52,40,80000
2017,"tennessee",32,"male","at work","some college but no degree",52,40,34000
2000,"illinois",39,"female","at work","high school diploma or equivalent",52,40,10000
2017,"district of columbia",27,"female","at work","doctorate degree",52,40,60000
2017,"michigan",44,"female","at work","master's degree",52,45,68281
2010,"maryland",18,"male","nilf, other","12th grade, no diploma",4,20,800
2000,"ohio",30,"female","at work","bachelor's degree",52,42,80468
2017,"north carolina",51,"male","at work","associate's degree, academic program",52,40,32000
2010,"hawaii",40,"female","at work","high school diploma or equivalent",52,10,20000
2010,"virginia",62,"male","at work","professional school degree",52,45,70000
2017,"maryland",64,"female","at work","some college but no degree",46,36,30000
2010,"virginia",35,"male","at work","some college but no degree",52,40,75027
2010,"maine",25,"male","at work","none or preschool",52,40,10000
2010,"maryland",28,"male","at work","doctorate degree",52,24,41995
2017,"arkansas",51,"female","at work","high school diploma or equivalent",52,50,150000
2000,"new york",39,"male","at work","high school diploma or equivalent",52,40,40907
2010,"new york",31,"female","at work","bachelor's degree",50,16,20000
2017,"california",43,"female","at work","high school diploma or equivalent",52,40,15000
2000,"georgia",29,"female","at work","some college but no degree",46,70,35000
2017,"colorado",32,"female","at work","master's degree",47,40,55000
2010,"south dakota",48,"female","at work","high school diploma or equivalent",52,40,8000
2000,"new york",48,"female","at work","master's degree",52,45,30000
2017,"california",63,"female","at work","high school diploma or equivalent",52,30,9000
2017,"kentucky",35,"male","at work","high school diploma or equivalent",52,40,34000
2010,"massachusetts",45,"female","at work","associate's degree, occupational/vocational program",52,40,33000
2017,"ohio",22,"female","at work","high school diploma or equivalent",16,30,2500
2000,"california",42,"male","at work","grades 5 or 6",52,40,45000
2010,"ohio",28,"male","at work","bachelor's degree",34,40,3000
2010,"nevada",27,"male","at work","high school diploma or equivalent",52,40,26000
2000,"michigan",21,"female","at work","associate's degree, occupational/vocational program",52,40,18000
2017,"massachusetts",44,"male","at work","bachelor's degree",52,50,150000
2017,"wyoming",38,"female","at work","bachelor's degree",52,40,27600
2017,"nevada",45,"male","at work","high school diploma or equivalent",52,40,30000
2000,"michigan",29,"male","at work","bachelor's degree",52,50,60000
2010,"north dakota",22,"male","at work","some college but no degree",52,40,20000
2000,"florida",52,"male","at work","high school diploma or equivalent",52,40,25000
2017,"kentucky",44,"female","at work","bachelor's degree",52,40,43000
2000,"south dakota",48,"male","at work","professional school degree",52,60,65000
2010,"california",28,"male","at work","high school diploma or equivalent",52,40,24000
2000,"texas",50,"female","at work","associate's degree, occupational/vocational program",52,38,14000
2010,"california",49,"male","at work","associate's degree, occupational/vocational program",52,40,75000
2010,"connecticut",19,"male","at work","some college but no degree",30,20,8000
2017,"wyoming",56,"female","at work","master's degree",52,40,30000
2017,"new jersey",52,"male","at work","some college but no degree",52,40,45000
2017,"arizona",33,"male","has job, not at work last week","associate's degree, occupational/vocational program",52,40,25000
2000,"california",53,"female","at work","grade 10",46,40,19499
2017,"new york",24,"male","at work","bachelor's degree",52,40,82000
2017,"minnesota",61,"male","at work","some college but no degree",52,60,35679
2017,"missouri",39,"male","at work","high school diploma or equivalent",52,40,28000
2000,"new jersey",50,"male","at work","master's degree",48,30,71800
2017,"texas",50,"male","at work","high school diploma or equivalent",52,45,100000
2017,"florida",41,"female","at work","bachelor's degree",52,50,118000
2017,"alabama",34,"female","at work","high school diploma or equivalent",52,40,28000
2010,"new jersey",59,"male","at work","bachelor's degree",52,40,22002
